S.No,Symbol,LTP,Point,Change,%,Change,Open,High,Low,Volume,Prev.,Close
285,SPHL,467.00,-7.00,-1.48,477.00,477.00,463.50,"3,225.00",474.00
286,SPIL,799.00,9.10,1.15,805.60,805.60,784.20,"39,107.00",789.90
287,SPL,671.20,18.20,2.79,666.00,677.90,655.00,"3,968.00",653.00
288,SRBLD83,"1,040.00",0.00,0.00,"1,040.00","1,040.00","1,040.00",200.00,"1,040.00"
289,SRLI,440.00,-2.30,-0.52,442.10,449.00,438.00,"11,618.00",442.30
290,SSHL,163.80,-0.20,-0.12,167.20,167.70,158.80,"33,249.00",164.00
291,STC,"4,380.00",60.00,1.39,"4,349.00","4,438.90","4,349.00","2,841.00","4,320.00"
292,SWBBL,810.00,4.00,0.50,807.00,830.00,805.00,"55,024.00",806.00
293,SWMF,808.00,-2.00,-0.25,826.20,838.00,787.00,"9,738.00",810.00
294,TAMOR,369.00,-15.00,-3.91,384.00,388.00,368.00,"25,890.00",384.00
295,TPC,480.00,-0.90,-0.19,489.00,490.00,475.00,"6,760.00",480.90
296,TRH,730.00,-7.00,-0.95,742.00,745.00,727.00,"25,585.00",737.00
297,TSHL,500.00,-14.00,-2.72,503.80,540.00,496.00,"7,352.00",514.00
298,TVCL,461.20,-13.80,-2.91,484.00,484.20,453.00,"28,003.00",475.00
299,UAIL,580.00,-5.00,-0.85,585.00,594.90,570.50,"33,084.00",585.00
300,UHEWA,401.00,0.00,0.00,395.10,408.80,388.00,"17,766.00",401.00
301,ULBSL,"1,836.70",166.90,10.00,"1,703.00","1,836.70","1,699.00","18,198.00","1,669.80"
